id,text,quote,picture,hashtag,date.time,dow,tod,sentimentanger,sentimentanticipation,sentimentdisgust,sentimentfear,sentimentjoy,sentimentnegative,sentimentpositive,sentimentsadness,sentimentsurprise,sentimenttrust,trump
753209883202351104,"Thank you Florida, Ohio, and Pennsylvania! #CrookedHillary is not qualified. #ImWithYou ",FALSE,TRUE,TRUE,2016-07-13T17:50:04Z,Wed,7,0,0,0,0,0,0,1,0,0,1,not trump
753205648154767360,Thank you! #ImWithYou ,FALSE,TRUE,TRUE,2016-07-13T17:33:15Z,Wed,7,0,0,0,0,0,0,0,0,0,0,not trump
753090242203283457,Justice Ginsburg of the U.S. Supreme Court has embarrassed all by making very dumb political statements about me. Her mind is shot - resign!,FALSE,FALSE,FALSE,2016-07-13T09:54:40Z,Wed,23,1,1,1,1,0,1,1,1,1,1,trump
753063644578144260,THANK YOU INDIANA! #Trump2016 ,FALSE,TRUE,TRUE,2016-07-13T08:08:58Z,Wed,22,0,0,0,0,0,0,0,0,0,0,not trump
752990888171831296,"Thank you Iowa- see you soon!
#Trump2016 #ImWithYou 
 ",FALSE,TRUE,TRUE,2016-07-13T03:19:52Z,Tues,17,0,0,0,0,0,0,0,0,0,0,not trump
752985826993332224,I will be interviewed by @oreillyfactor tonight on @FoxNews at 8pm. Enjoy!,FALSE,FALSE,FALSE,2016-07-13T02:59:45Z,Tues,16,0,1,0,0,1,0,1,0,0,1,not trump
752973319675273218,The American people agree. No free pass for #CrookedHillary! ,FALSE,TRUE,TRUE,2016-07-13T02:10:03Z,Tues,16,0,0,0,0,0,0,1,0,0,0,not trump
752911479251296258,"To all the Bernie voters who want to stop bad trade deals  global special interests, we welcome you with open arms. People first.",FALSE,FALSE,FALSE,2016-07-12T22:04:19Z,Tues,12,1,0,1,1,1,1,1,1,0,1,not trump
752911332756840448,Bernie sanders has abandoned his supporters by endorsing pro-war pro-TPP pro-Wall Street Crooked Hillary Clinton.,FALSE,FALSE,FALSE,2016-07-12T22:03:44Z,Tues,12,1,0,0,1,0,1,0,1,0,0,not trump
752910855939952640,Bernie Sanders endorsing Crooked Hillary Clinton is like Occupy Wall Street endorsing Goldman Sachs.,FALSE,FALSE,FALSE,2016-07-12T22:01:51Z,Tues,12,0,0,0,0,0,0,1,0,0,0,not trump
752906803810279424,"#CrookedHillary is not qualified!
",FALSE,TRUE,TRUE,2016-07-12T21:45:45Z,Tues,11,0,0,0,0,0,0,1,0,0,1,not trump
752860045084241920,I am somewhat surprised that Bernie Sanders was not true to himself and his supporters. They are not happy that he is selling out!,FALSE,FALSE,FALSE,2016-07-12T18:39:56Z,Tues,8,0,1,0,0,1,0,1,0,1,1,trump
752859250628648962,"Bernie Sanders, who has lost most of his leverage, has totally sold out to Crooked Hillary Clinton. He will endorse her today - fans angry!",FALSE,FALSE,FALSE,2016-07-12T18:36:47Z,Tues,8,1,0,1,0,0,1,1,1,0,0,trump
752849315094298624,"This election is a choice between law, order  safety - or chaos, crime  violence. I will make America safe again for everyone. #ImWithYou",FALSE,FALSE,TRUE,2016-07-12T17:57:18Z,Tues,7,1,0,0,1,1,1,1,1,0,1,not trump
752848856317059073,"For too many years, our inner cities have been left behind. I am going to deliver jobs, safety and protection for those in need.",FALSE,FALSE,FALSE,2016-07-12T17:55:29Z,Tues,7,0,0,0,0,0,0,0,0,0,0,not trump
752834632907943936,"Crime is out of control, and rapidly getting worse. Look what is going on in Chicago and our inner cities. Not good!",FALSE,FALSE,FALSE,2016-07-12T16:58:58Z,Tues,6,1,1,0,1,1,1,1,1,1,1,trump
752686998826131456,"#MakeAmericaGreatAgain #ImWithYou
 ",FALSE,TRUE,TRUE,2016-07-12T07:12:19Z,Tues,21,0,0,0,0,0,0,0,0,0,0,not trump
752667913820209152,Senior United States District Judge Robert E. Payne today ruled in favor of Trump campaign delegates who had argued..,FALSE,TRUE,FALSE,2016-07-12T05:56:29Z,Tues,19,0,0,0,0,0,0,1,0,1,1,not trump
752628125389955073,"Speech on Veterans' Reform:
",FALSE,TRUE,FALSE,2016-07-12T03:18:22Z,Mon,17,0,0,0,0,0,0,1,0,0,0,not trump
752618593196597248,Great poll- Florida! Thank you! ,FALSE,TRUE,FALSE,2016-07-12T02:40:30Z,Mon,16,0,0,0,0,0,0,0,0,0,1,not trump
752591157641744384,"Thoughts and prayers with the victims, and their families- along with everyone at the Berrien County Courthouse in St. Joseph, Michigan.",FALSE,FALSE,FALSE,2016-07-12T00:51:29Z,Mon,14,0,0,0,0,0,0,0,0,0,1,not trump
752471941416620033,"Join me in Westfield, Indiana- tomorrow night at 7:30pm! #Trump2016 
Tickets:  ",FALSE,TRUE,TRUE,2016-07-11T16:57:45Z,Mon,6,0,1,0,0,0,0,1,0,0,0,not trump
752215352122208256,"I heard that the underachieving John King of @CNN on Inside Politics was one hour of lies. Happily, few people are watching - dead network!",FALSE,FALSE,FALSE,2016-07-10T23:58:10Z,Sun,13,1,1,1,0,1,1,1,0,0,0,trump
752211419634933760,"The media is so dishonest. If I make a statement, they twist it and turn it to make it sound bad or foolish.They think the public is stupid!",FALSE,FALSE,FALSE,2016-07-10T23:42:32Z,Sun,13,1,1,1,1,0,1,1,1,0,1,trump
752207752852832256,President Obama thinks the nation is not as divided as people think. He is living in a world of the make believe!,FALSE,FALSE,FALSE,2016-07-10T23:27:58Z,Sun,13,0,0,0,0,0,0,1,0,0,1,trump
752110630031749120,Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!,FALSE,FALSE,FALSE,2016-07-10T17:02:02Z,Sun,7,0,0,0,0,0,0,0,0,0,1,trump
751889266934964224,"New poll - thank you! #Trump2016
 ",FALSE,TRUE,TRUE,2016-07-10T02:22:25Z,Sat,16,0,0,0,0,0,0,0,0,0,1,not trump
751797800690708480,Way to go @serenawilliams  - you are a true champion. Proud of you!,FALSE,FALSE,FALSE,2016-07-09T20:18:58Z,Sat,10,0,1,0,0,1,0,1,0,0,1,trump
751558217075945476,"MAKE AMERICA SAFE AGAIN!
 ",FALSE,TRUE,FALSE,2016-07-09T04:26:56Z,Fri,18,0,0,0,0,1,0,1,0,0,1,not trump
751529041988116485,Isn't it sad that on a day of national tragedy Hillary Clinton is answering softball questions about her email lies on @CNN?,FALSE,FALSE,FALSE,2016-07-09T02:31:01Z,Fri,16,0,0,0,1,0,1,0,1,0,0,not trump
751423658627829760,"Due to the horrific events taking place in our country, I have decided to postpone my speech on economic opportunity- today in Miami.",FALSE,FALSE,FALSE,2016-07-08T19:32:15Z,Fri,9,1,1,1,1,0,1,1,1,0,0,not trump
751405672877744128,Last night's horrific execution-style shootings of 12 Dallas law enforcement officers...,FALSE,TRUE,FALSE,2016-07-08T18:20:47Z,Fri,8,1,0,1,1,0,1,0,1,0,1,not trump
751370918027489280,Prayers and condolences to all of the families who are so thoroughly devastated by the horrors we are all watching take place in our country,FALSE,FALSE,FALSE,2016-07-08T16:02:41Z,Fri,6,0,0,0,1,0,1,0,1,0,0,trump
751232353129955328,"After today, Crooked Hillary can officially be called Lyin' Crooked Hillary.",FALSE,FALSE,FALSE,2016-07-08T06:52:04Z,Fri,20,0,0,0,0,0,0,0,0,0,0,trump
751146264956395521,"Thank you Speaker @PRyan!
#AmericaFirst #Trump2016  ",FALSE,TRUE,TRUE,2016-07-08T01:09:59Z,Thurs,15,0,0,0,0,0,0,0,0,0,0,not trump
751145333107879936,#MakeAmericaGreatAgain  ,FALSE,TRUE,TRUE,2016-07-08T01:06:17Z,Thurs,15,0,0,0,0,0,0,0,0,0,0,not trump
751145002147966976,Thank you Rep. Collins! #Trump2016 ,FALSE,TRUE,TRUE,2016-07-08T01:04:58Z,Thurs,15,0,0,0,0,0,0,0,0,0,0,not trump
751115433273688064,Just leaving D.C. Had great meetings with Republicans in the House and Senate. Very interesting day! These are people who love our country!,FALSE,FALSE,FALSE,2016-07-07T23:07:28Z,Thurs,13,0,0,0,0,1,0,1,0,0,1,trump
751016366925344768,"Great being in Cincinnati, Ohio last night- thank you! Off to Washington D.C. now. #Trump2016 #AmericaFirst ",FALSE,TRUE,TRUE,2016-07-07T16:33:49Z,Thurs,6,0,0,0,0,0,0,0,0,0,0,not trump
750865499660091393,"Where is the outrage for this Disney book? Is this the 'Star of David' also? 
Dishonest media! #Frozen ",FALSE,TRUE,TRUE,2016-07-07T06:34:20Z,Thurs,20,1,1,1,0,1,1,1,1,0,1,not trump
750811268219543552,"To all of my twitter followers, please contribute whatever you can to the campaign. We must beat Crooked Hillary. ",FALSE,TRUE,FALSE,2016-07-07T02:58:50Z,Wed,16,0,0,0,0,0,0,1,0,0,0,not trump
750692436687585280,"I have over seven million hits on social media re Crooked Hillary Clinton. Check it out Sleepy Eyes, @MarkHalperin @NBCPolitics",FALSE,FALSE,FALSE,2016-07-06T19:06:38Z,Wed,9,0,0,0,0,0,0,0,0,0,0,trump
750691056551878656,"Sleepy eyes Chuck Todd, a man with so little touch for politics, is at it again.He could not have watched my standing ovation speech in N.C.",FALSE,FALSE,FALSE,2016-07-06T19:01:09Z,Wed,9,1,0,0,0,0,1,1,1,0,0,trump
750681915565477888,Even the once great Caesars is bankrupt in A.C. Others to follow. Ask the Democrat City Council what happened to Atlantic City.,FALSE,FALSE,FALSE,2016-07-06T18:24:50Z,Wed,8,0,1,0,1,0,1,1,1,0,1,trump
750678866532990977,"Hillary Clinton should ask why the Democrat pols in Atlantic City made all the wrong moves - Convention Center, Airport - and destroyed City",FALSE,FALSE,FALSE,2016-07-06T18:12:43Z,Wed,8,1,1,0,1,0,1,1,1,0,1,trump
750677864379453440,"I made a lot of money in Atlantic City and left 7 years ago, great timing (as all know). Pols made big mistakes, now many bankruptcies.",FALSE,FALSE,FALSE,2016-07-06T18:08:44Z,Wed,8,1,1,0,0,1,0,1,0,1,1,trump
750668480559607808,"Crooked Hillary Clinton lied to the FBI and to the people of our country. She is sooooo guilty. But watch, her time will come!",FALSE,FALSE,FALSE,2016-07-06T17:31:27Z,Wed,7,1,1,0,1,0,1,0,1,0,0,trump
750663349025767424,"The rigged system may have helped Hillary Clinton escape criminal charges, but... ",FALSE,TRUE,FALSE,2016-07-06T17:11:03Z,Wed,7,1,1,1,1,0,1,1,0,0,1,not trump
750650894040064000,"Crooked Hillary has once again been proven to be a person who is dishonest, incompetent and of very bad judgement.",FALSE,FALSE,FALSE,2016-07-06T16:21:34Z,Wed,6,1,0,1,1,0,1,0,1,0,1,trump
750648675186147328,"Crooked Hillary Clinton and her team ""were extremely careless in their handling of very sensitive, highly classified information."" Not fit!",FALSE,FALSE,FALSE,2016-07-06T16:12:45Z,Wed,6,0,0,0,0,0,0,1,0,0,1,trump
750548959240843265,Crooked Hillary Clinton is unfit to serve as President of the U.S. Her temperament is weak and her opponents are strong. BAD JUDGEMENT!,FALSE,FALSE,FALSE,2016-07-06T09:36:31Z,Wed,23,1,0,1,1,0,1,1,1,0,1,trump
750547338817638401,"I don't think the voters will forget the rigged system that allowed Crooked Hillary to get away with ""murder."" Come November 8, she's out!",FALSE,FALSE,FALSE,2016-07-06T09:30:04Z,Wed,23,1,0,1,1,0,1,0,1,1,1,trump
750545570293506048,Raised a lot of money for the Republican Party. There will be a big gasp when the figures are announced in the morning. Lots of support! Win,FALSE,FALSE,FALSE,2016-07-06T09:23:03Z,Wed,23,1,1,0,0,1,0,1,0,1,1,trump
750514941753434113,I will be interviewed by @oreillyfactor tonight on @FoxNews at 11pm. Enjoy!,FALSE,FALSE,FALSE,2016-07-06T07:21:20Z,Wed,21,0,1,0,0,1,0,1,0,0,1,not trump
750492628362334208,"My son, @EricTrump will be interviewed by @SeanHannity tonight at 10pm on @FoxNews. Enjoy!",FALSE,FALSE,FALSE,2016-07-06T05:52:40Z,Wed,19,0,1,0,0,1,0,1,0,0,1,not trump
750299631792291840,It was great spending time with @joniernst yesterday. She has done a fantastic job for the people of Iowa and U.S. Will see her again!,FALSE,FALSE,FALSE,2016-07-05T17:05:46Z,Tues,7,0,1,0,0,0,0,1,0,0,0,trump
750286846534582272,Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Obama and Crooked Hillary. A total disgrace!,FALSE,FALSE,FALSE,2016-07-05T16:14:58Z,Tues,6,1,1,1,1,1,1,1,1,1,1,trump
750101826821877760,"On @FoxNews at 7:00 P.M. ""Special: Meet the Trumps"" Hope you enjoy!",FALSE,FALSE,FALSE,2016-07-05T03:59:46Z,Mon,17,0,1,0,0,1,0,1,0,1,1,trump
750094399456026624,Why is President Obama allowed to use Air Force One on the campaign trail with Crooked Hillary? She is flying with him tomorrow. Who pays?,FALSE,FALSE,FALSE,2016-07-05T03:30:15Z,Mon,17,1,1,0,1,0,1,1,0,0,1,trump
749989709275885568,"With Hillary and Obama, the terrorist attacks will only get worse. Politically correct fools, won't even call it what it is - RADICAL ISLAM!",FALSE,FALSE,FALSE,2016-07-04T20:34:15Z,Mon,10,1,0,1,1,0,1,0,1,1,0,trump
749987869452828672,"Crooked Hillary Clinton is ""guilty as hell"" but the system is totally rigged and corrupt! Where are the 33,000 missing e-mails?",FALSE,FALSE,FALSE,2016-07-04T20:26:56Z,Mon,10,1,0,1,1,0,1,0,1,0,1,trump
749972298086645760,The only people who are not interested in being the V.P. pick are the people who have not been asked!,FALSE,FALSE,FALSE,2016-07-04T19:25:04Z,Mon,9,0,0,1,0,0,0,1,1,0,0,trump
749970824766091264,I look forward to meeting @joniernst today in New Jersey. She has done a great job as Senator of Iowa!,FALSE,FALSE,FALSE,2016-07-04T19:19:13Z,Mon,9,0,0,0,0,0,0,1,0,0,0,trump
749968796618817538,"Spent time with Indiana Governor Mike Pence and family yesterday. Very impressed, great people!",FALSE,FALSE,FALSE,2016-07-04T19:11:09Z,Mon,9,0,1,0,0,0,1,0,0,0,1,trump
749965127278034944,"Senator Tom Cotton was great on Meet the Press yesterday. Despite a totally one-sided interview by Chuck Todd, the end result was solid!",FALSE,FALSE,FALSE,2016-07-04T18:56:34Z,Mon,8,0,1,0,0,0,0,1,0,0,0,trump
749961528422625281,"Dishonest media is trying their absolute best to depict a star in a tweet as the Star of David rather than a Sheriff's Star, or plain star!",FALSE,FALSE,FALSE,2016-07-04T18:42:16Z,Mon,8,1,1,1,0,1,1,1,1,0,1,trump
749698321074180096,Only a fool would believe that the meeting between Bill Clinton and the U.S.A.G. was not arranged or that Crooked Hillary did not know.,FALSE,FALSE,FALSE,2016-07-04T01:16:23Z,Sun,15,0,0,1,0,0,1,0,0,0,0,trump
749659173353299968,"Just watched @meetthepress and how totally biased against me Chuck Todd, and the entire show, is against me.The good news-the people get it!",FALSE,FALSE,FALSE,2016-07-03T22:40:49Z,Sun,12,0,1,0,0,1,1,1,0,1,1,trump
749350193095667713,"It was just announced-by sources-that no charges will be brought against Crooked Hillary Clinton. Like I said, the system is totally rigged!",FALSE,FALSE,FALSE,2016-07-03T02:13:02Z,Sat,16,0,0,0,0,0,0,0,0,0,1,trump
749341789102960640,It is impossible for the FBI not to recommend criminal charges against Hillary Clinton. What she did was wrong! What Bill did was stupid!,FALSE,FALSE,FALSE,2016-07-03T01:39:39Z,Sat,15,1,0,1,1,0,1,1,1,0,1,trump
749264697233383424,Thank you @greta. #ImWithYou ,FALSE,TRUE,TRUE,2016-07-02T20:33:19Z,Sat,10,0,0,0,0,0,0,0,0,0,0,not trump
749264383990194176,"Thank you for your support!
#AmericaFirst #LeadRight2016  ",FALSE,TRUE,TRUE,2016-07-02T20:32:04Z,Sat,10,0,0,0,0,0,0,0,0,0,0,not trump
749262206672445441,Thank you! #AmericaFirst ,FALSE,TRUE,TRUE,2016-07-02T20:23:25Z,Sat,10,0,0,0,0,0,0,0,0,0,0,not trump
749261242137710592,"If I become the next POTUS- they will not be ignoring! #AmericaFirst 
",FALSE,TRUE,TRUE,2016-07-02T20:19:35Z,Sat,10,0,0,0,0,0,0,0,0,0,0,not trump
749261175968436224,"Crooked Hillary -- Makes History! 
#ImWithYou #AmericaFirst ",FALSE,TRUE,TRUE,2016-07-02T20:19:19Z,Sat,10,0,0,0,0,0,0,0,0,0,0,not trump
749240145442922496,The #2A to our Constitution is clear. The right of the people to keep  bear Arms shall not be infringed upon. ,FALSE,TRUE,TRUE,2016-07-02T18:55:45Z,Sat,8,1,0,0,1,0,0,0,0,0,0,not trump
749237508916056064,#AmericaFirst #ImWithYou ,FALSE,TRUE,TRUE,2016-07-02T18:45:16Z,Sat,8,0,0,0,0,0,0,0,0,0,0,not trump
749209816732672000,"The speakers slots at the Republican Convention are totally filled, with a long waiting list of those that want to speak - Wednesday release",FALSE,FALSE,FALSE,2016-07-02T16:55:14Z,Sat,6,0,1,0,0,0,0,1,0,0,0,trump
749208070505586688,"Just read in the failing @nytimes that I was not aware ""the event had to be held in Cleveland"" - a total lie. These people are sick!",FALSE,FALSE,FALSE,2016-07-02T16:48:18Z,Sat,6,1,1,1,1,0,1,0,1,0,0,trump
749052325130534912,When you can't say it - or see it -- you can't fix it. We will MAKE AMERICA SAFE AGAIN! #ImWithYou #AmericaFirst ,FALSE,TRUE,TRUE,2016-07-02T06:29:25Z,Sat,20,0,0,0,0,1,0,1,0,0,1,not trump
749049896431415296,Just returned from Colorado. Amazing crowd!,FALSE,FALSE,FALSE,2016-07-02T06:19:46Z,Sat,20,0,0,0,0,0,0,0,0,0,0,trump
748966167549603840,"Thank you for inviting me to the Western Conservative Summit in Colorado! #ImWithYou #WCS16 
 ",FALSE,TRUE,TRUE,2016-07-02T00:47:04Z,Fri,14,0,1,0,0,1,0,1,0,1,1,not trump
748926103931150336,Thank you for your support! We will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst ,FALSE,TRUE,TRUE,2016-07-01T22:07:52Z,Fri,12,0,0,0,0,1,0,1,0,0,1,not trump
748920081942327296,"These crimes won't be happening if I'm elected POTUS. Killer should have never been here. #AmericaFirst 
",FALSE,TRUE,TRUE,2016-07-01T21:43:56Z,Fri,11,0,0,0,0,0,0,0,0,0,0,not trump
748906952713875456,"Yet another terrorist attack today in Israel -- a father, shot at by a Palestinian terrorist, was killed while:
",FALSE,TRUE,FALSE,2016-07-01T20:51:46Z,Fri,10,1,0,1,1,0,1,0,1,1,1,not trump
748871858553024512,Horrible killing of a 13 year old American girl at her home in Israel by a Palestinian terrorist. We must get tough. ,FALSE,TRUE,FALSE,2016-07-01T18:32:19Z,Fri,8,1,0,1,1,0,1,0,1,1,0,not trump
748869825208913921,.@TraceAdkins great job on FOX this morning. Keep up the good work!,FALSE,FALSE,FALSE,2016-07-01T18:24:14Z,Fri,8,0,1,0,0,1,0,1,0,1,1,not trump
748851849185243136,Take a look at what happened w/ Bill Clinton. The system is totally rigged. Does anybody really believe that meeting was just a coincidence?,FALSE,FALSE,FALSE,2016-07-01T17:12:48Z,Fri,7,0,0,0,0,0,0,0,0,1,1,not trump
748851673313873920,Bill Clinton's meeting was a total secret. Nobody was to know about it but he was caught by a local reporter.,FALSE,FALSE,FALSE,2016-07-01T17:12:06Z,Fri,7,0,0,0,0,0,0,1,0,0,1,not trump
748851569190318080,"As Bernie Sanders said, Hillary Clinton has bad judgement. Bill's meeting was probably initiated and demanded by Hillary!",FALSE,FALSE,FALSE,2016-07-01T17:11:41Z,Fri,7,1,0,1,1,0,1,0,1,0,0,not trump
748647669707350016,I will be interviewed by @SeanHannity tonight at 10pm on FOX! Enjoy!,FALSE,FALSE,FALSE,2016-07-01T03:41:28Z,Thurs,17,0,1,0,0,1,0,1,0,0,1,not trump
748599711792234496,"The reason I put up approximately $50 million for my successful primary campaign is very simple, I want to MAKE AMERICA GREAT AGAIN!",FALSE,FALSE,FALSE,2016-07-01T00:30:54Z,Thurs,14,0,1,0,0,1,0,1,0,0,1,not trump
748599572230975492,I have self funded my winning primary campaign with an approx. $50 million loan. I have totally terminated the loan!,FALSE,FALSE,FALSE,2016-07-01T00:30:20Z,Thurs,14,0,1,1,0,1,0,1,1,1,1,not trump
748599438034206720,The very dishonest @NBCNews refuses to accept the fact that I have forgiven my $50 million loan to my campaign. Done deal!,FALSE,FALSE,FALSE,2016-07-01T00:29:48Z,Thurs,14,1,1,1,0,1,1,1,1,1,1,not trump
748599094252273664,"One of the reasons Hillary hid her emails was so the public wouldn't see how she got rich- selling out America. 
",FALSE,TRUE,FALSE,2016-07-01T00:28:27Z,Thurs,14,0,1,0,0,0,0,1,0,0,0,not trump
748590222988947457,"Why would college graduates want Crooked Hillary as their President? She will destroy them! 
",FALSE,TRUE,FALSE,2016-06-30T23:53:11Z,Thurs,13,0,0,0,0,0,0,1,0,0,1,not trump
748345210372038656,"For reasons only they can explain, the @USChamber wants to continue our bad trade deals rather than renegotiating and making them better.",FALSE,FALSE,FALSE,2016-06-30T07:39:36Z,Thurs,21,1,1,1,1,0,1,1,1,0,1,trump
748343042994733056,Tremendous day in Massachusetts and Maine. Thank you to everyone for making it so special!,FALSE,FALSE,FALSE,2016-06-30T07:30:59Z,Thurs,21,0,0,0,0,1,0,1,0,0,0,trump
748331931616579585,,TRUE,FALSE,FALSE,2016-06-30T06:46:50Z,Thurs,20,0,0,0,0,0,0,0,0,0,0,trump
748289375801323520,I will be on @oreillyfactor at 8:00 P.M. Enjoy!,FALSE,FALSE,FALSE,2016-06-30T03:57:44Z,Wed,17,0,1,0,0,1,0,1,0,0,1,trump
748219891577131010,ISIS exploded on Hillary Clinton's watch- she's done nothing about it and never will. Not capable!,FALSE,FALSE,FALSE,2016-06-29T23:21:38Z,Wed,13,0,1,0,1,0,0,0,0,0,0,not trump
748166232298381312,"Will be in Bangor, Maine today! Join me- 4pmE at the Cross Insurance Center!  ",FALSE,TRUE,FALSE,2016-06-29T19:48:24Z,Wed,9,1,0,0,1,0,1,1,1,0,1,not trump
748163921383723008,New Q poll out- we are going to win the whole deal- and MAKE AMERICA GREAT AGAIN! #Trump2016 ,FALSE,TRUE,TRUE,2016-06-29T19:39:13Z,Wed,9,0,1,0,0,1,0,1,0,1,1,not trump
748163517455413248,Just watched Senator John Barrasso on @FoxNews - He was great! Thank you John.,FALSE,FALSE,FALSE,2016-06-29T19:37:37Z,Wed,9,0,0,1,0,0,1,0,0,0,0,trump
748142709932756992,Why would the USChamber be upset by the fact that I want to negotiate better and stronger trade deals or that I want penalties for cheaters?,FALSE,FALSE,FALSE,2016-06-29T18:14:56Z,Wed,8,1,0,0,0,0,1,1,1,0,1,trump
748141420528140288,"The @USCHAMBER must fight harder for the American worker. China, and many others, are taking advantage of U.S. with our terrible trade pacts",FALSE,FALSE,FALSE,2016-06-29T18:09:49Z,Wed,8,1,0,1,1,0,1,1,1,0,1,trump
747986907162877952,Iron Mike Tyson was not asked to speak at the Convention though I'm sure he would do a good job if he was. The media makes everything up!,FALSE,FALSE,FALSE,2016-06-29T07:55:50Z,Wed,21,0,1,0,0,1,0,1,0,1,1,trump
747950659111006208,,TRUE,FALSE,FALSE,2016-06-29T05:31:48Z,Wed,19,0,0,0,0,0,0,0,0,0,0,trump
747874856130183168,"Check it out - 2nd video on Lying Crooked Hillary is now online! Watch it here: 
 
#CrookedHillary #Trump2016",FALSE,TRUE,TRUE,2016-06-29T00:30:35Z,Tues,14,1,1,1,1,0,1,0,0,0,0,not trump
747874261583470592,,TRUE,FALSE,FALSE,2016-06-29T00:28:13Z,Tues,14,0,0,0,0,0,0,0,0,0,0,trump
747873880103059457,,TRUE,FALSE,FALSE,2016-06-29T00:26:42Z,Tues,14,0,0,0,0,0,0,0,0,0,0,trump
747873381077356545,,TRUE,FALSE,FALSE,2016-06-29T00:24:43Z,Tues,14,0,0,0,0,0,0,0,0,0,0,trump
747873311531614208,,TRUE,FALSE,FALSE,2016-06-29T00:24:26Z,Tues,14,0,0,0,0,0,0,0,0,0,0,trump
747873024515407872,,TRUE,FALSE,FALSE,2016-06-29T00:23:18Z,Tues,14,0,0,0,0,0,0,0,0,0,0,trump
747872257872125952,,TRUE,FALSE,FALSE,2016-06-29T00:20:15Z,Tues,14,0,0,0,0,0,0,0,0,0,0,trump
747424042181791744,.@CNN is all negative when it comes to me. I don't watch it anymore.,FALSE,TRUE,FALSE,2016-06-27T18:39:12Z,Mon,8,0,1,0,1,0,1,0,1,0,0,trump
747418754255052802,"The media is unrelenting. They will only go with and report a story in a negative light. I called Brexit (Hillary was wrong), watch November",FALSE,FALSE,FALSE,2016-06-27T18:18:12Z,Mon,8,0,1,0,1,0,1,0,1,0,0,trump
747415955400196096,"Crooked Hillary is wheeling out one of the least productive senators in the U.S. Senate, goofy Elizabeth Warren, who lied on heritage.",FALSE,FALSE,FALSE,2016-06-27T18:07:04Z,Mon,8,0,0,0,0,0,0,1,0,0,1,trump
747241330552737793,,TRUE,FALSE,FALSE,2016-06-27T06:33:10Z,Mon,20,0,0,0,0,0,0,0,0,0,0,trump
747240949370261504,,TRUE,FALSE,FALSE,2016-06-27T06:31:40Z,Mon,20,0,0,0,0,0,0,0,0,0,0,trump
747227503329173505,,TRUE,FALSE,FALSE,2016-06-27T05:38:14Z,Mon,19,0,0,0,0,0,0,0,0,0,0,trump
747208970201333760,,TRUE,FALSE,FALSE,2016-06-27T04:24:35Z,Sun,18,0,0,0,0,0,0,0,0,0,0,trump
747206160806219776,"The ""dirty"" poll done by @ABC @washingtonpost is a disgrace. Even they admit that many more Democrats were polled. Other polls were good.",FALSE,FALSE,FALSE,2016-06-27T04:13:25Z,Sun,18,1,1,1,0,1,1,1,1,1,1,trump
747194865633595392,Crooked Hillary Attacks Foreign Government Donations - While Ignoring Her Own: ,FALSE,TRUE,FALSE,2016-06-27T03:28:32Z,Sun,17,0,0,0,1,0,1,0,0,0,0,not trump
747191624535511040,Crooked Hillary Clinton got Brexit wrong. I said LEAVE will win. She has no sense of markets and such bad judgement. Only a question of time,FALSE,FALSE,FALSE,2016-06-27T03:15:40Z,Sun,17,1,1,1,1,0,1,1,1,1,0,trump
747190075344162817,"Hillary Clinton is not a change agent, just the same old status quo! She is spending a fortune, I am spending very little. Close in polls!",FALSE,FALSE,FALSE,2016-06-27T03:09:30Z,Sun,17,0,1,0,1,1,0,1,0,1,1,trump
747178078682644480,"People in our country want borders, and without them the old line pols like Crooked Hillary will not win. It is time for CHANGE -- and JOBS!",FALSE,FALSE,FALSE,2016-06-27T02:21:50Z,Sun,16,0,1,0,1,0,0,0,0,0,0,trump
747105049352888320,Top 50 Facts About Crooked Hillary Clinton From Trump 'Stakes Of The Election' Address: ,FALSE,TRUE,FALSE,2016-06-26T21:31:38Z,Sun,11,0,1,0,0,0,0,1,0,1,1,not trump
747102432862273536,The @ABC poll sample is heavy on Democrats.  Very dishonest - why would they do that? Other polls good!,FALSE,FALSE,FALSE,2016-06-26T21:21:15Z,Sun,11,1,1,1,0,1,1,1,1,1,1,trump
747098691492786176,"Crooked Hillary just took a major ad of me playing golf at Turnberry. Shows me hitting shot, but I never did = lie! Was there to support son",FALSE,FALSE,FALSE,2016-06-26T21:06:23Z,Sun,11,1,0,1,1,0,1,1,1,1,0,trump
747030708678430720,Clinton is trying to wash away her bad judgement call on BREXIT with big dollar ads. Disgraceful!,FALSE,FALSE,FALSE,2016-06-26T16:36:14Z,Sun,6,1,0,1,1,0,1,0,1,0,0,trump
747029963702996992,"Crooked Hillary Clinton, who called BREXIT 100% wrong (along with Obama), is now spending Wall Street money on an ad on my correct call.",FALSE,FALSE,FALSE,2016-06-26T16:33:17Z,Sun,6,1,1,0,0,1,1,1,0,1,1,trump
747027629652443136,"George Will, one of the most overrated political pundits (who lost his way long ago), has left the Republican Party.He's made many bad calls",FALSE,FALSE,FALSE,2016-06-26T16:24:00Z,Sun,6,1,1,1,1,0,1,0,1,0,1,trump
